,index,Country,Ladder Score,Freedom,GDP,Life Expectancy,Generosity,Year,Regional indicator
254,105,Sierra Leone,4.709000111,0.318697691,0.368420929,0.005564754,0.293040901,2017,Sub-Saharan Africa
255,106,Cameroon,4.695000172,0.43038874899999996,0.564305365,0.132892117,0.236298457,2017,Sub-Saharan Africa
256,107,Iran,4.691999912,0.249322608,1.156873107,0.639333189,0.38724291299999997,2017,Middle East and North Africa
257,108,Albania,4.644000053,0.381498635,0.996192753,0.7311597470000001,0.201312944,2017,Central and Eastern Europe
258,109,Bangladesh,4.607999802,0.47835665899999996,0.586682975,0.533241034,0.172255352,2017,South Asia
259,110,Namibia,4.573999882,0.520303547,0.9644343259999999,0.33861181100000004,0.077133745,2017,Sub-Saharan Africa
260,111,Kenya,4.552999973,0.452763766,0.560479462,0.30998835,0.444860309,2017,Sub-Saharan Africa
261,112,Mozambique,4.5500001910000005,0.48079109200000003,0.23430565,0.106654435,0.32222810399999996,2017,Sub-Saharan Africa
262,113,Myanmar,4.545000076,0.514492035,0.36711055,0.397522569,0.8380751609999999,2017,Southeast Asia
263,114,Senegal,4.534999847,0.37792226700000003,0.47930902200000003,0.40936285299999997,0.183468893,2017,Sub-Saharan Africa
264,115,Zambia,4.513999939,0.461603492,0.636406779,0.257835895,0.249580145,2017,Sub-Saharan Africa
265,116,Iraq,4.497000217,0.28855553300000003,1.102710485,0.50118047,0.19963726399999998,2017,Middle East and North Africa
266,117,Gabon,4.465000153,0.312328577,1.198210239,0.356578588,0.043785378,2017,Sub-Saharan Africa
267,118,Ethiopia,4.460000038,0.40884274200000004,0.339233845,0.353409708,0.31265074,2017,Sub-Saharan Africa
268,119,Sri Lanka,4.440000057,0.561213255,1.009850144,0.6251308320000001,0.49086356200000003,2017,South Asia
269,120,Armenia,4.375999928,0.198303267,0.900596738,0.637524426,0.083488092,2017,Commonwealth of Independent States
270,121,India,4.315000057,0.469987005,0.7922212479999999,0.455427617,0.231538489,2017,South Asia
271,122,Mauritania,4.291999817,0.09609804300000001,0.648457289,0.28534928,0.20187002399999998,2017,Sub-Saharan Africa
272,123,Congo (Brazzaville),4.290999889,0.435025871,0.808964252,0.28995743399999996,0.120852128,2017,Sub-Saharan Africa
273,124,Georgia,4.285999775,0.309410036,0.9506126640000001,0.649546981,0.054008815,2017,Commonwealth of Independent States
274,125,Congo (Kinshasa),4.28000021,0.23596134800000002,0.092102349,0.191407025,0.246455833,2017,Sub-Saharan Africa
275,126,Mali,4.190000057,0.306613743,0.476180494,0.169365674,0.183354199,2017,Sub-Saharan Africa
276,127,Ivory Coast,4.179999828,0.447706193,0.603048921,0.04864217,0.20123747,2017,Sub-Saharan Africa
277,128,Cambodia,4.168000221000001,0.633375823,0.601765096,0.429783404,0.385922968,2017,Southeast Asia
278,129,Sudan,4.138999939,0.014995855,0.6595166920000001,0.29092082399999997,0.18231745100000002,2017,
279,130,Ghana,4.1199998860000004,0.42302629399999997,0.6672248239999999,0.295637727,0.25692394399999996,2017,Sub-Saharan Africa
280,131,Ukraine,4.096000195,0.122974776,0.8946519490000001,0.575903952,0.270061463,2017,Commonwealth of Independent States
281,132,Uganda,4.0809998510000005,0.443185955,0.381430715,0.217632607,0.325766057,2017,Sub-Saharan Africa
282,133,Burkina Faso,4.032000065,0.32436785100000004,0.35022771399999997,0.21584425899999998,0.250864685,2017,Sub-Saharan Africa
283,134,Niger,4.027999878,0.363658696,0.161925331,0.268505007,0.22867384600000001,2017,Sub-Saharan Africa
284,135,Malawi,3.970000029,0.466914654,0.23344203800000002,0.315089583,0.28717047,2017,Sub-Saharan Africa
285,136,Chad,3.9360001089999996,0.162342027,0.438012987,0.041134715,0.21611385,2017,Sub-Saharan Africa
286,137,Zimbabwe,3.875,0.33638420700000005,0.375846535,0.19676375399999999,0.189143494,2017,Sub-Saharan Africa
287,138,Lesotho,3.808000088,0.39066129899999996,0.5210212470000001,0.0,0.157497272,2017,Sub-Saharan Africa
288,139,Angola,3.7950000760000004,0.0,0.85842818,0.049868666,0.09792649,2017,
289,140,Afghanistan,3.79399991,0.10617952,0.40147721799999997,0.180746779,0.311870933,2017,South Asia
290,141,Botswana,3.766000032,0.505196333,1.122094154,0.34175550899999996,0.099348448,2017,Sub-Saharan Africa
291,142,Benin,3.657000065,0.425962776,0.43108540799999995,0.209930211,0.207948461,2017,Sub-Saharan Africa
292,143,Madagascar,3.644000053,0.189196765,0.305808693,0.375223309,0.20873253,2017,Sub-Saharan Africa
293,144,Haiti,3.6029999260000003,0.030369857000000004,0.368610263,0.27732113,0.489203781,2017,Latin America and Caribbean
294,145,Yemen,3.592999935,0.249463722,0.5916834470000001,0.31008091600000004,0.10412520900000001,2017,Middle East and North Africa
295,146,South Sudan,3.59100008,0.147062436,0.397248626,0.163486004,0.28567081699999997,2017,Sub-Saharan Africa
296,147,Liberia,3.5329999919999997,0.332881182,0.119041793,0.229918197,0.266549885,2017,Sub-Saharan Africa
297,148,Guinea,3.5069999689999998,0.34858751299999996,0.24454993,0.19412913899999998,0.264815092,2017,Sub-Saharan Africa
298,149,Togo,3.4949998860000004,0.380426139,0.305444717,0.247105569,0.19689615100000002,2017,Sub-Saharan Africa
299,150,Rwanda,3.4709999560000004,0.581843853,0.368745893,0.326424807,0.252756029,2017,Sub-Saharan Africa
300,151,Syria,3.461999893,0.081539445,0.7771531340000001,0.500533342,0.49366372799999997,2017,
301,152,Tanzania,3.348999977,0.390017778,0.511135876,0.364509284,0.35425636200000005,2017,Sub-Saharan Africa
302,153,Burundi,2.904999971,0.059900753,0.091622569,0.151610792,0.204435185,2017,Sub-Saharan Africa
303,154,Central African Republic,2.6930000780000003,0.270842046,0.0,0.018772686,0.280876487,2017,Sub-Saharan Africa
304,0,Finland,7.632000000000001,0.6809999999999999,1.305,0.8740000000000001,0.20199999999999999,2018,Western Europe
305,1,Norway,7.593999999999999,0.6859999999999999,1.456,0.861,0.28600000000000003,2018,Western Europe
306,2,Denmark,7.555,0.6829999999999999,1.351,0.868,0.284,2018,Western Europe
307,3,Iceland,7.495,0.677,1.3430000000000002,0.914,0.353,2018,Western Europe
308,4,Switzerland,7.487,0.66,1.42,0.927,0.256,2018,Western Europe
309,5,Netherlands,7.441,0.638,1.361,0.878,0.33299999999999996,2018,Western Europe
310,6,Canada,7.327999999999999,0.653,1.33,0.8959999999999999,0.321,2018,North America and ANZ
311,7,New Zealand,7.324,0.669,1.268,0.8759999999999999,0.365,2018,North America and ANZ
312,8,Sweden,7.314,0.659,1.355,0.9129999999999999,0.285,2018,Western Europe
313,9,Australia,7.272,0.647,1.34,0.91,0.361,2018,North America and ANZ
314,10,United Kingdom,7.19,0.46399999999999997,1.244,0.888,0.262,2018,Western Europe
315,11,Austria,7.138999999999999,0.617,1.341,0.8909999999999999,0.242,2018,Western Europe
316,12,Costa Rica,7.072,0.632,1.01,0.8170000000000001,0.14300000000000002,2018,Latin America and Caribbean
317,13,Ireland,6.977,0.614,1.4480000000000002,0.8759999999999999,0.307,2018,Western Europe
318,14,Germany,6.965,0.586,1.34,0.861,0.273,2018,Western Europe
319,15,Belgium,6.9270000000000005,0.583,1.324,0.894,0.188,2018,Western Europe
320,16,Luxembourg,6.91,0.632,1.5759999999999998,0.8959999999999999,0.196,2018,Western Europe
321,17,United States,6.886,0.547,1.3980000000000001,0.8190000000000001,0.29100000000000004,2018,North America and ANZ
322,18,Israel,6.814,0.5329999999999999,1.301,0.883,0.354,2018,Middle East and North Africa
323,19,United Arab Emirates,6.774,0.284,2.096,0.67,0.18600000000000003,2018,Middle East and North Africa
324,20,Czech Republic,6.711,0.5429999999999999,1.2329999999999999,0.8540000000000001,0.064,2018,Central and Eastern Europe
325,21,Malta,6.627000000000001,0.645,1.27,0.884,0.376,2018,Western Europe
326,22,France,6.489,0.52,1.2930000000000001,0.9079999999999999,0.098,2018,Western Europe
327,23,Mexico,6.4879999999999995,0.479,1.038,0.7609999999999999,0.069,2018,Latin America and Caribbean
328,24,Chile,6.476,0.431,1.131,0.8079999999999999,0.19699999999999998,2018,Latin America and Caribbean
329,25,Taiwan,6.441,0.418,1.365,0.857,0.151,2018,East Asia
330,26,Panama,6.43,0.597,1.112,0.759,0.125,2018,Latin America and Caribbean
331,27,Brazil,6.419,0.493,0.986,0.675,0.11,2018,Latin America and Caribbean
332,28,Argentina,6.388,0.57,1.073,0.7440000000000001,0.062,2018,Latin America and Caribbean
333,29,Guatemala,6.382000000000001,0.604,0.7809999999999999,0.608,0.179,2018,Latin America and Caribbean
334,30,Uruguay,6.379,0.625,1.093,0.7709999999999999,0.13,2018,Latin America and Caribbean
335,31,Qatar,6.374,0.654,1.649,0.748,0.256,2018,
336,32,Saudi Arabia,6.371,0.509,1.379,0.633,0.098,2018,Middle East and North Africa
337,33,Singapore,6.343,0.631,1.5290000000000001,1.008,0.261,2018,Southeast Asia
338,34,Malaysia,6.322,0.35600000000000004,1.161,0.669,0.311,2018,Southeast Asia
339,35,Spain,6.31,0.449,1.251,0.965,0.142,2018,Western Europe
340,36,Colombia,6.26,0.531,0.96,0.635,0.099,2018,Latin America and Caribbean
341,37,Trinidad and Tobago,6.192,0.575,1.2229999999999999,0.564,0.171,2018,Latin America and Caribbean
342,38,Slovakia,6.172999999999999,0.354,1.21,0.7759999999999999,0.11800000000000001,2018,Central and Eastern Europe
343,39,El Salvador,6.167000000000001,0.461,0.8059999999999999,0.639,0.065,2018,Latin America and Caribbean
344,40,Nicaragua,6.141,0.527,0.6679999999999999,0.7,0.20800000000000002,2018,Latin America and Caribbean
345,41,Poland,6.122999999999999,0.546,1.176,0.7809999999999999,0.10800000000000001,2018,Central and Eastern Europe
346,42,Bahrain,6.105,0.594,1.338,0.698,0.243,2018,Middle East and North Africa
347,43,Uzbekistan,6.096,0.7240000000000001,0.7190000000000001,0.605,0.32799999999999996,2018,Commonwealth of Independent States
348,44,Kuwait,6.082999999999999,0.5539999999999999,1.474,0.675,0.16699999999999998,2018,Middle East and North Africa
349,45,Thailand,6.072,0.637,1.016,0.7070000000000001,0.364,2018,Southeast Asia
350,46,Italy,6.0,0.281,1.264,0.946,0.13699999999999998,2018,Western Europe
351,47,Ecuador,5.973,0.556,0.889,0.736,0.114,2018,Latin America and Caribbean
352,48,Belize,5.956,0.593,0.807,0.474,0.183,2018,
353,49,Lithuania,5.952000000000001,0.35,1.197,0.716,0.026000000000000002,2018,Central and Eastern Europe
354,50,Slovenia,5.9479999999999995,0.633,1.219,0.856,0.16,2018,Central and Eastern Europe
355,51,Romania,5.945,0.528,1.1159999999999999,0.726,0.08800000000000001,2018,Central and Eastern Europe
356,52,Latvia,5.933,0.363,1.148,0.6709999999999999,0.092,2018,Central and Eastern Europe
357,53,Japan,5.915,0.5529999999999999,1.294,0.988,0.079,2018,East Asia
358,54,Mauritius,5.891,0.584,1.09,0.684,0.245,2018,Sub-Saharan Africa
359,55,Jamaica,5.89,0.575,0.8190000000000001,0.693,0.096,2018,Latin America and Caribbean
360,56,South Korea,5.875,0.244,1.266,0.955,0.175,2018,East Asia
361,57,North Cyprus,5.835,0.495,1.229,0.909,0.179,2018,Western Europe
362,58,Russia,5.81,0.39899999999999997,1.151,0.599,0.065,2018,Commonwealth of Independent States
363,59,Kazakhstan,5.79,0.45399999999999996,1.143,0.631,0.14800000000000002,2018,Commonwealth of Independent States
364,60,Cyprus,5.7620000000000005,0.423,1.229,0.909,0.20199999999999999,2018,Western Europe
365,61,Bolivia,5.752000000000001,0.606,0.7509999999999999,0.508,0.141,2018,Latin America and Caribbean
366,62,Estonia,5.739,0.5529999999999999,1.2,0.737,0.086,2018,Central and Eastern Europe
367,63,Paraguay,5.681,0.541,0.835,0.615,0.162,2018,Latin America and Caribbean
368,64,Peru,5.662999999999999,0.53,0.934,0.674,0.092,2018,Latin America and Caribbean
369,65,Kosovo,5.662000000000001,0.44799999999999995,0.855,0.578,0.27399999999999997,2018,Central and Eastern Europe
370,66,Moldova,5.64,0.23199999999999998,0.657,0.62,0.171,2018,Commonwealth of Independent States
371,67,Turkmenistan,5.636,0.41700000000000004,1.016,0.517,0.19899999999999998,2018,Commonwealth of Independent States
372,68,Hungary,5.62,0.259,1.171,0.732,0.061,2018,Central and Eastern Europe
373,69,Libya,5.566,0.496,0.985,0.5529999999999999,0.11599999999999999,2018,Middle East and North Africa
374,70,Philippines,5.524,0.643,0.775,0.513,0.12,2018,Southeast Asia
375,71,Honduras,5.504,0.45899999999999996,0.62,0.622,0.19699999999999998,2018,Latin America and Caribbean
376,72,Belarus,5.483,0.307,1.0390000000000001,0.7,0.10099999999999999,2018,Commonwealth of Independent States
377,73,Turkey,5.483,0.324,1.148,0.6859999999999999,0.106,2018,Middle East and North Africa
378,74,Pakistan,5.472,0.33399999999999996,0.652,0.424,0.21600000000000003,2018,South Asia
379,75,Hong Kong,5.43,0.524,1.405,1.03,0.24600000000000002,2018,East Asia
380,76,Portugal,5.41,0.562,1.188,0.884,0.055,2018,Western Europe
381,77,Serbia,5.398,0.28800000000000003,0.975,0.685,0.134,2018,Central and Eastern Europe
382,78,Greece,5.358,0.131,1.1540000000000001,0.879,0.0,2018,Western Europe
383,79,Lebanon,5.358,0.503,0.965,0.785,0.214,2018,Middle East and North Africa
384,80,Montenegro,5.347,0.259,1.0170000000000001,0.7290000000000001,0.111,2018,Central and Eastern Europe
385,81,Croatia,5.321000000000001,0.38,1.115,0.737,0.12,2018,Central and Eastern Europe
386,82,Dominican Republic,5.3020000000000005,0.578,0.982,0.614,0.12,2018,Latin America and Caribbean
387,83,Algeria,5.295,0.077,0.9790000000000001,0.687,0.055,2018,Middle East and North Africa
388,84,Morocco,5.254,0.46,0.779,0.669,0.026000000000000002,2018,Middle East and North Africa
389,85,China,5.246,0.597,0.9890000000000001,0.799,0.028999999999999998,2018,East Asia
390,86,Azerbaijan,5.2010000000000005,0.43,1.024,0.603,0.031,2018,Commonwealth of Independent States
391,87,Tajikistan,5.199,0.292,0.474,0.598,0.187,2018,Commonwealth of Independent States
392,88,Macedonia,5.185,0.39399999999999996,0.9590000000000001,0.691,0.17300000000000001,2018,Central and Eastern Europe
393,89,Jordan,5.1610000000000005,0.46799999999999997,0.8220000000000001,0.645,0.13,2018,Middle East and North Africa
394,90,Nigeria,5.155,0.462,0.6890000000000001,0.048,0.201,2018,Sub-Saharan Africa
395,91,Kyrgyzstan,5.131,0.54,0.53,0.594,0.281,2018,Commonwealth of Independent States
396,92,Bosnia and Herzegovina,5.129,0.28,0.915,0.758,0.21600000000000003,2018,Central and Eastern Europe
397,93,Mongolia,5.125,0.395,0.914,0.575,0.253,2018,East Asia
398,94,Vietnam,5.103,0.618,0.715,0.7020000000000001,0.177,2018,Southeast Asia
399,95,Indonesia,5.093,0.5379999999999999,0.899,0.522,0.484,2018,Southeast Asia
400,96,Bhutan,5.082,0.541,0.7959999999999999,0.527,0.364,2018,
401,97,Somalia,4.982,0.674,0.0,0.115,0.23800000000000002,2018,
402,98,Cameroon,4.975,0.45399999999999996,0.535,0.182,0.183,2018,Sub-Saharan Africa
403,99,Bulgaria,4.933,0.359,1.054,0.7120000000000001,0.064,2018,Central and Eastern Europe
404,100,Nepal,4.88,0.526,0.425,0.539,0.302,2018,South Asia
405,101,Venezuela,4.806,0.133,0.996,0.657,0.055999999999999994,2018,Latin America and Caribbean
406,102,Gabon,4.758,0.35600000000000004,1.036,0.40399999999999997,0.032,2018,Sub-Saharan Africa
407,103,Palestinian Territories,4.743,0.266,0.642,0.602,0.086,2018,Middle East and North Africa
408,104,South Africa,4.724,0.516,0.94,0.33,0.10300000000000001,2018,Sub-Saharan Africa
409,105,Iran,4.707,0.45899999999999996,1.0590000000000002,0.691,0.282,2018,Middle East and North Africa
410,106,Ivory Coast,4.671,0.467,0.541,0.08,0.146,2018,Sub-Saharan Africa
411,107,Ghana,4.657,0.499,0.5920000000000001,0.337,0.212,2018,Sub-Saharan Africa
412,108,Senegal,4.631,0.406,0.429,0.433,0.138,2018,Sub-Saharan Africa
413,109,Laos,4.623,0.626,0.72,0.441,0.23,2018,Southeast Asia
414,110,Tunisia,4.592,0.271,0.9,0.69,0.04,2018,Middle East and North Africa
415,111,Albania,4.586,0.419,0.9159999999999999,0.79,0.149,2018,Central and Eastern Europe
416,112,Sierra Leone,4.571000000000001,0.355,0.256,0.0,0.23800000000000002,2018,Sub-Saharan Africa
417,113,Congo (Brazzaville),4.559,0.514,0.682,0.34299999999999997,0.091,2018,Sub-Saharan Africa
418,114,Bangladesh,4.5,0.58,0.532,0.579,0.153,2018,South Asia
419,115,Sri Lanka,4.471,0.585,0.9179999999999999,0.672,0.307,2018,South Asia
420,116,Iraq,4.456,0.304,1.01,0.536,0.14800000000000002,2018,Middle East and North Africa
421,117,Mali,4.447,0.36700000000000005,0.37,0.152,0.139,2018,Sub-Saharan Africa
422,118,Namibia,4.441,0.519,0.8740000000000001,0.365,0.051,2018,Sub-Saharan Africa
423,119,Cambodia,4.433,0.696,0.5489999999999999,0.457,0.256,2018,Southeast Asia
424,120,Burkina Faso,4.4239999999999995,0.312,0.314,0.254,0.175,2018,Sub-Saharan Africa
425,121,Egypt,4.419,0.312,0.885,0.5529999999999999,0.092,2018,Middle East and North Africa
426,122,Mozambique,4.417,0.531,0.198,0.17300000000000001,0.20600000000000002,2018,Sub-Saharan Africa
427,123,Kenya,4.41,0.504,0.493,0.45399999999999996,0.35200000000000004,2018,Sub-Saharan Africa
428,124,Zambia,4.377,0.503,0.562,0.295,0.221,2018,Sub-Saharan Africa
429,125,Mauritania,4.356,0.129,0.557,0.292,0.134,2018,Sub-Saharan Africa
430,126,Ethiopia,4.35,0.452,0.308,0.391,0.22,2018,Sub-Saharan Africa
431,127,Georgia,4.34,0.375,0.853,0.643,0.038,2018,Commonwealth of Independent States
432,128,Armenia,4.321000000000001,0.26,0.816,0.6659999999999999,0.077,2018,Commonwealth of Independent States
433,129,Myanmar,4.308,0.58,0.682,0.429,0.598,2018,Southeast Asia
434,130,Chad,4.301,0.18899999999999997,0.358,0.053,0.18100000000000002,2018,Sub-Saharan Africa
435,131,Congo (Kinshasa),4.245,0.312,0.069,0.204,0.19699999999999998,2018,Sub-Saharan Africa
436,132,India,4.19,0.539,0.721,0.485,0.172,2018,South Asia
437,133,Niger,4.166,0.39,0.131,0.221,0.175,2018,Sub-Saharan Africa
438,134,Uganda,4.1610000000000005,0.45,0.322,0.237,0.259,2018,Sub-Saharan Africa
439,135,Benin,4.141,0.44,0.37799999999999995,0.24,0.163,2018,Sub-Saharan Africa
440,136,Sudan,4.138999999999999,0.016,0.605,0.312,0.134,2018,
441,137,Ukraine,4.103,0.163,0.7929999999999999,0.609,0.187,2018,Commonwealth of Independent States
442,138,Togo,3.9989999999999997,0.434,0.259,0.253,0.158,2018,Sub-Saharan Africa
443,139,Guinea,3.964,0.39399999999999996,0.344,0.21100000000000002,0.185,2018,Sub-Saharan Africa
444,140,Lesotho,3.8080000000000003,0.423,0.47200000000000003,0.079,0.11599999999999999,2018,Sub-Saharan Africa
445,141,Angola,3.795,0.0,0.73,0.26899999999999996,0.079,2018,
446,142,Madagascar,3.7739999999999996,0.221,0.262,0.402,0.155,2018,Sub-Saharan Africa
447,143,Zimbabwe,3.6919999999999997,0.406,0.35700000000000004,0.248,0.132,2018,Sub-Saharan Africa
448,144,Afghanistan,3.6319999999999997,0.085,0.332,0.255,0.191,2018,South Asia
449,145,Botswana,3.59,0.557,1.0170000000000001,0.41700000000000004,0.042,2018,Sub-Saharan Africa
450,146,Malawi,3.5869999999999997,0.531,0.18600000000000003,0.306,0.21,2018,Sub-Saharan Africa
451,147,Haiti,3.582,0.025,0.315,0.289,0.392,2018,Latin America and Caribbean
452,148,Liberia,3.495,0.419,0.076,0.267,0.20600000000000002,2018,Sub-Saharan Africa
453,149,Syria,3.4619999999999997,0.08800000000000001,0.6890000000000001,0.539,0.376,2018,
454,150,Rwanda,3.408,0.636,0.332,0.4,0.2,2018,Sub-Saharan Africa
455,151,Yemen,3.355,0.244,0.442,0.34299999999999997,0.083,2018,Middle East and North Africa
456,152,Tanzania,3.303,0.48100000000000004,0.455,0.381,0.27,2018,Sub-Saharan Africa
457,153,South Sudan,3.2539999999999996,0.11199999999999999,0.337,0.177,0.22399999999999998,2018,Sub-Saharan Africa
458,154,Central African Republic,3.083,0.305,0.024,0.01,0.218,2018,Sub-Saharan Africa
459,155,Burundi,2.905,0.065,0.091,0.145,0.149,2018,Sub-Saharan Africa
460,0,Finland,7.769,0.596,1.34,0.986,0.153,2019,Western Europe
461,1,Denmark,7.6,0.5920000000000001,1.383,0.996,0.252,2019,Western Europe
462,2,Norway,7.553999999999999,0.603,1.4880000000000002,1.028,0.271,2019,Western Europe
463,3,Iceland,7.494,0.591,1.38,1.026,0.354,2019,Western Europe
464,4,Netherlands,7.4879999999999995,0.557,1.396,0.9990000000000001,0.322,2019,Western Europe
465,5,Switzerland,7.48,0.5720000000000001,1.452,1.052,0.263,2019,Western Europe
466,6,Sweden,7.343,0.574,1.3869999999999998,1.0090000000000001,0.267,2019,Western Europe
467,7,New Zealand,7.307,0.585,1.3030000000000002,1.026,0.33,2019,North America and ANZ
468,8,Canada,7.278,0.584,1.365,1.0390000000000001,0.285,2019,North America and ANZ
469,9,Austria,7.246,0.532,1.376,1.016,0.244,2019,Western Europe
470,10,Australia,7.228,0.557,1.3719999999999999,1.036,0.332,2019,North America and ANZ
471,11,Costa Rica,7.167000000000001,0.5579999999999999,1.034,0.963,0.14400000000000002,2019,Latin America and Caribbean
472,12,Israel,7.138999999999999,0.371,1.276,1.0290000000000001,0.261,2019,Middle East and North Africa
473,13,Luxembourg,7.09,0.526,1.609,1.012,0.19399999999999998,2019,Western Europe
474,14,United Kingdom,7.053999999999999,0.45,1.3330000000000002,0.996,0.348,2019,Western Europe
475,15,Ireland,7.021,0.516,1.499,0.9990000000000001,0.298,2019,Western Europe
476,16,Germany,6.985,0.495,1.3730000000000002,0.987,0.261,2019,Western Europe
477,17,Belgium,6.922999999999999,0.473,1.3559999999999999,0.986,0.16,2019,Western Europe
478,18,United States,6.892,0.45399999999999996,1.433,0.8740000000000001,0.28,2019,North America and ANZ
479,19,Czech Republic,6.852,0.457,1.2690000000000001,0.92,0.046,2019,Central and Eastern Europe
480,20,United Arab Emirates,6.825,0.598,1.5030000000000001,0.825,0.262,2019,Middle East and North Africa
481,21,Malta,6.726,0.564,1.3,0.9990000000000001,0.375,2019,Western Europe
482,22,Mexico,6.595,0.433,1.07,0.861,0.07400000000000001,2019,Latin America and Caribbean
483,23,France,6.5920000000000005,0.436,1.324,1.045,0.111,2019,Western Europe
484,24,Taiwan,6.446000000000001,0.35100000000000003,1.368,0.914,0.242,2019,East Asia
485,25,Chile,6.444,0.35700000000000004,1.159,0.92,0.187,2019,Latin America and Caribbean
486,26,Guatemala,6.436,0.535,0.8,0.746,0.175,2019,Latin America and Caribbean
487,27,Saudi Arabia,6.375,0.439,1.403,0.795,0.08,2019,Middle East and North Africa
488,28,Qatar,6.374,0.555,1.6840000000000002,0.871,0.22,2019,
489,29,Spain,6.354,0.36200000000000004,1.286,1.062,0.153,2019,Western Europe
490,30,Panama,6.321000000000001,0.516,1.149,0.91,0.109,2019,Latin America and Caribbean
491,31,Brazil,6.3,0.39,1.004,0.802,0.099,2019,Latin America and Caribbean
492,32,Uruguay,6.292999999999999,0.523,1.124,0.8909999999999999,0.127,2019,Latin America and Caribbean
493,33,Singapore,6.2620000000000005,0.556,1.5719999999999998,1.141,0.271,2019,Southeast Asia
494,34,El Salvador,6.252999999999999,0.43,0.794,0.789,0.09300000000000001,2019,Latin America and Caribbean
495,35,Italy,6.223,0.231,1.294,1.0390000000000001,0.158,2019,Western Europe
496,36,Bahrain,6.199,0.536,1.3619999999999999,0.871,0.255,2019,Middle East and North Africa
497,37,Slovakia,6.1979999999999995,0.33399999999999996,1.246,0.8809999999999999,0.121,2019,Central and Eastern Europe
498,38,Trinidad and Tobago,6.192,0.489,1.2309999999999999,0.713,0.185,2019,Latin America and Caribbean
499,39,Poland,6.182,0.483,1.206,0.884,0.11699999999999999,2019,Central and Eastern Europe
500,40,Uzbekistan,6.1739999999999995,0.631,0.745,0.7559999999999999,0.322,2019,Commonwealth of Independent States
501,41,Lithuania,6.149,0.29100000000000004,1.238,0.818,0.043,2019,Central and Eastern Europe
502,42,Colombia,6.125,0.47,0.985,0.841,0.099,2019,Latin America and Caribbean
503,43,Slovenia,6.117999999999999,0.564,1.258,0.953,0.14400000000000002,2019,Central and Eastern Europe
504,44,Nicaragua,6.105,0.435,0.6940000000000001,0.835,0.2,2019,Latin America and Caribbean
505,45,Kosovo,6.1,0.489,0.882,0.758,0.262,2019,Central and Eastern Europe
506,46,Argentina,6.086,0.47100000000000003,1.092,0.8809999999999999,0.066,2019,Latin America and Caribbean
507,47,Romania,6.07,0.462,1.162,0.825,0.083,2019,Central and Eastern Europe
508,48,Cyprus,6.046,0.406,1.263,1.042,0.19,2019,Western Europe
509,49,Ecuador,6.028,0.498,0.912,0.868,0.126,2019,Latin America and Caribbean
510,50,Kuwait,6.021,0.493,1.5,0.8079999999999999,0.142,2019,Middle East and North Africa
511,51,Thailand,6.007999999999999,0.557,1.05,0.828,0.359,2019,Southeast Asia
512,52,Latvia,5.94,0.264,1.187,0.812,0.075,2019,Central and Eastern Europe
513,53,South Korea,5.895,0.159,1.301,1.036,0.175,2019,East Asia
514,54,Estonia,5.893,0.495,1.237,0.8740000000000001,0.10300000000000001,2019,Central and Eastern Europe
515,55,Jamaica,5.89,0.49,0.831,0.831,0.107,2019,Latin America and Caribbean
516,56,Mauritius,5.888,0.498,1.12,0.7979999999999999,0.215,2019,Sub-Saharan Africa
517,57,Japan,5.886,0.445,1.327,1.088,0.069,2019,East Asia
518,58,Honduras,5.86,0.507,0.642,0.828,0.24600000000000002,2019,Latin America and Caribbean
519,59,Kazakhstan,5.809,0.41,1.173,0.7290000000000001,0.146,2019,Commonwealth of Independent States
520,60,Bolivia,5.779,0.511,0.7759999999999999,0.706,0.13699999999999998,2019,Latin America and Caribbean
521,61,Hungary,5.757999999999999,0.19899999999999998,1.2009999999999998,0.828,0.081,2019,Central and Eastern Europe
522,62,Paraguay,5.742999999999999,0.514,0.855,0.777,0.184,2019,Latin America and Caribbean
523,63,North Cyprus,5.718,0.41700000000000004,1.263,1.042,0.191,2019,Western Europe
524,64,Peru,5.697,0.455,0.96,0.8540000000000001,0.083,2019,Latin America and Caribbean
525,65,Portugal,5.693,0.508,1.2209999999999999,0.9990000000000001,0.047,2019,Western Europe
526,66,Pakistan,5.653,0.313,0.677,0.535,0.22,2019,South Asia
